X;Y;osm_id;type;name;operator;brand;opening_hours;wheelchair;cuisine;delivery;takeaway;stars;capacity;drive_through;wikidata;brand_wikidata;siret;phone;website;facebook;vegetarian;vegan;smoking;internet_access;com_insee;com_nom
-0.7830205;46.0221534003391;node/10013609009;restaurant;Restaurant scolaire;;;;;;;;;;;;;;;;;;;;;"17174";Genouillé
-1.4269189;43.6762184005403;node/10014253015;restaurant;Lake House;;;;;;;;;;;;;;+33 5 58 57 46 80;https://instagram.com/lakehousehossegor?igshid=YmMyMTA2M2Y=;;;;;;"40304";Soorts-Hossegor
1.8372011;44.9790108004702;node/10016745883;restaurant;Le Grand Café De L'univers;;;;;;;;;;;;;;;;;;;;;"19019";Beaulieu-sur-Dordogne
-0.5573425;44.8266159004839;node/10017627080;fast_food;Clovis;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-1.0117011;45.6717029003903;node/10023843780;bar;Chez Stef;;;;;;;;;;;;;;;;;;;;;"17409";Saint-Sulpice-de-Royan
-1.01128;45.6717366003903;node/10023843781;fast_food;La Valéria;;;;;pizza;;;;;;;;;;;;;;;;"17409";Saint-Sulpice-de-Royan
-0.6688168;45.74653880038;node/10025601317;restaurant;New Royal Saintes;;;;;chinese;;;;;;;;;;;;;;;;"17415";Saintes
-0.6683513;45.7510808003793;node/10025601318;restaurant;Grill Inn Buffet;;;;;;;;;;;;;;;http://www.grill-inn.com;;;;;;"17336";Saint-Georges-des-Coteaux
0.9277138;44.9177938004759;node/1002570228;cafe;Salon de Thé Viz'ara;;;;;;;;;;;;;;;;;;;;;"24067";Le Bugue
0.3648748;46.6583627002288;node/10027912370;restaurant;Le Bistro;Inter Hôtel Altéora;;;yes;french;;;;;;;;;+33 5 49 49 09 10;https://hotel-alteora-site-du-futuroscope.com/;;;;;;"86062";Chasseneuil-du-Poitou
-1.4472446;43.3405786005417;node/10028384686;restaurant;Brenti;;;;;;;;;;;;;;;;;;;;;"64213";Espelette
-0.5753526;44.836254000483;node/10031377717;restaurant;New York New York;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-0.4321313;45.4456736004196;node/10031924101;restaurant;Le Coq d'Or;Alexis et Séverine Medvedef;;;;;;;;;;;;;+33 5 46 48 00 06;http://lecoqdor.eu/;;;;;;"17197";Jonzac
-0.3685554;43.2938124005414;node/10032157453;restaurant;Piccola;;;;;pizza;;;;;;;;;;;;;;;;"64445";Pau
-0.3712018;43.2938131005414;node/10032175908;restaurant;La brasserie royale;;;"Mo, Th-Sa 12:00-14:00, 19:30-22:00; Su 12:00-14:00";;;;;;;;;;;+33 5 59 27 72 12;https://www.brasserie-royale.com;;;;;;"64445";Pau
-0.3683679;43.2938328005414;node/10032196944;cafe;Beanz;;;;;;;;;;;;;;;;;;;;;"64445";Pau
-0.3681825;43.2964582005414;node/10032211421;cafe;Starbucks;;Starbucks;;;coffee_shop;;yes;;;;;Q37158;;;;;;;;;"64445";Pau
-1.4272665;46.1918979003117;node/10039149943;restaurant;Method;;;;;;;;;;;;;;;;;;;;;"17121";La Couarde-sur-Mer
-0.5716464;44.8413104004826;node/10039542717;fast_food;100 montaditos;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-1.0542349;46.1050989003259;node/10040394398;cafe;Café du Centre;;;;;;;;;;;;;;;;;;;;;"17420";Salles-sur-Mer
-0.2426101;44.9156585004761;node/1004102082;bar;Le Gambetta;;;;;;;;;;;;;;;;;;;;;"33243";Libourne
-0.241971;44.915974100476;node/1004102104;cafe;Coffee Pop;;;;;;;;;;;;;;;;;;;;;"33243";Libourne
-0.2411436;44.916397400476;node/1004102141;restaurant;La Grillade de Babel;;;;;kebab;;;;;;;;;;;;;;;;"33243";Libourne
-0.2415535;44.916060700476;node/1004102318;cafe;French Coffee Shop;;;;;;;;;;;;;;;;;;;;;"33243";Libourne
-0.2416245;44.916157200476;node/1004102345;restaurant;Maison Politi;;;;;italian;;;;;;;;;;https://maisonpolitilibourne.com/;;;;;;"33243";Libourne
-1.0601552;45.6708004003905;node/10041460197;restaurant;Le Saint-Moritz;;;;;;;;;;;;;;;;;;;;;"17064";Breuillet
-0.2338511;46.6085408002381;node/10043514331;restaurant;Restaurant l'Eldorado;;;"Mo-We 11:00-14:00,18:00-21:00; Th 11:00-14:00,18:00-22:00; Fr,Sa 11:00-14:00,18:00-23:00";;;;;;;;;;;+33 5 49 70 02 11;https://www.leldoradoresto.com;;;;;;"79213";Pompaire
-1.087753;46.0535994003341;node/10044104955;restaurant;Mirko al Mare;;;;;italian;;;;;;;;;+33 546560606;https://www.mirkoalmare.fr/;;;;;;"17094";Châtelaillon-Plage
-1.0847886;46.0534247003341;node/10044104957;restaurant;La Casa;;;;;;;;;;;;;;+33 643352988;;;;;;;"17094";Châtelaillon-Plage
-1.0843423;46.0531804003342;node/10044104959;restaurant;A deux pas;;;;yes;;;;;;;;;;;;;no;;;;"17094";Châtelaillon-Plage
-1.0839955;46.0531616003342;node/10044104961;restaurant;La p'tite guinguette;;;;;;;;;;;;;;;;;;;;;"17094";Châtelaillon-Plage
-1.0870506;46.0536420003341;node/10044104962;fast_food;Le Zef'aim;;;;yes;;;;;;;;;;;;;no;;;;"17094";Châtelaillon-Plage
-0.3602365;43.2971848005414;node/10044533460;restaurant;Le Padelle;;;;;;;;;;;;;;;;;;;;;"64445";Pau
-0.6161292;44.8385969004828;node/10046375329;cafe;Bistro Caudéran;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-0.6159561;44.8385921004829;node/10046404249;restaurant;Temps à Nouveau;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-0.2502856;45.27162910044;node/10047400359;cafe;Café du Commerce;;;;;;;;;;;;;;;;;;;;;"17287";Pouillac
-0.0010285;46.6613034002282;node/10048152687;fast_food;Chez Papa;;;;;;;;;;;;;;;;;;;;;"86050";Chalandray
-1.2560803;46.1620506003167;node/10048191959;restaurant;La Plage;;;"Mo 12:00-00:00; Th 12:00-00:00; Fr-Sa 12:00-01:30; Su 12:00-00:00";;;;;;;;;;;+33 5 46 09 58 12;https://laplageiledere.fr/;;;;;;"17297";Rivedoux-Plage
-1.4759314;43.4907678005419;node/10049124808;ice_cream;Chez Amatxi;;;;;;;;;;;;;;;;;;;;;"64102";Bayonne
-0.6509488;44.8849684004788;node/10049129946;restaurant;Centre B’;;;"Mo-Th, Su 10:00-22:00; Fr, Sa 10:00-23:00";yes;;;yes;;;;;;;+33 5 56 34 11 65;www.centreb.fr;;;;;;"33162";Eysines
-1.4762907;43.4918454005419;node/10049137913;cafe;Café Chala;;;;;;;;;;;;;;;;;;;;;"64102";Bayonne
-0.951106;45.6539988003927;node/10049352126;restaurant;L'Annexe;;;;;;;;;;;;;;;;;;;;;"17228";Médis
-0.3712435;43.2966655005414;node/10049620396;restaurant;Paule;;;;;;;;;;;;;;;;;;;;;"64445";Pau
-1.0199489;45.6248685003966;node/10049925718;fast_food;Kebab Anji;;;;;kebab;;;;;;;;;;;;;;;;"17306";Royan
-1.0266638;45.6241960003967;node/10049925725;fast_food;Laurent Burger;;;;;burger;;yes;;;;;;;;;;;;;;"17306";Royan
0.1762278;45.6773075003896;node/10050093890;fast_food;Pizza Vérone;;;;;pizza;;;;;;;;;;;;;;;;"16154";Gond-Pontouvre
0.1761554;45.6772757003896;node/10050093891;cafe;Café du Pontouvre;;;;;;;;;;;;;;;;;;;;;"16154";Gond-Pontouvre
0.1600139;45.6700245003906;node/10050608716;fast_food;La Boutique;;;;;;;;;;;;;;;;;;;;;"16154";Gond-Pontouvre
-0.4354763;45.0113009004672;node/10050876835;restaurant;Meta & Wok;;;;;chinese;;;;;;;;"91318763900012";;;;;;;;"33366";Saint-André-de-Cubzac
0.1604618;45.6680030003908;node/10051043480;restaurant;O Galo;;;;;;;;;;;;;;;;;;;;;"16154";Gond-Pontouvre
0.2618587;46.4269988002713;node/10051971299;fast_food;La Paillote;;;;limited;pizza;;yes;;;;;;;+33 5 49 44 04 76;https://www.restaurant-la-paillote86.fr;;;;;;"86293";Vivonne
-1.6607225;43.3876070005419;node/10052780464;restaurant;Buvette de la Halle;;;;;;;;;;;;;;;;;;;;;"64483";Saint-Jean-de-Luz
-1.6610064;43.3874954005419;node/10052780465;restaurant;Maison Mokoka;;;;;;;;;;;;;;;;;;;;;"64483";Saint-Jean-de-Luz
-0.2460407;46.9948850001623;node/10053443434;restaurant;Au Pont de Vrines;;;"Tu-Su 12:00-15:00,19:00-21:00";;;;;;;;;;;"+33549660611";;;;;;;"79329";Thouars
0.1434714;45.6774406003895;node/10054878323;fast_food;Graines de Pains;;;;;;;;;;;;;;;;;;;;;"16358";Saint-Yrieix-sur-Charente
-0.2051731;46.9584743001697;node/10055782588;bar;La Minute Blonde;;;"Mo 14:30-20:00; Tu-Th,Sa 15:30-20:00; We,Th,Sa 10:00-12:30; Fr 10:00-21:00";;;;;;;;;;;;;;;;;;"79259";Saint-Jean-de-Thouars
-0.2072098;46.9981204001616;node/10055782589;bar;V&B;;;"Mo 15:00-20:00; Tu-Th 10:00-13:00,14:30-20:00; Fr 10:00-20:30; Sa 10:00-20:00";;;;;;;;;;;;;;;;;;"79300";Sainte-Verge
-0.5512235;44.8150818004848;node/10056190365;restaurant;La Brasserie le Coq;;;;;regional;;;;;;;;;+337 78 80 93 82;https://www.facebook.com/people/La-Brasserie-le-Coq/100085616066291/;;;;;;"33039";Bègles
-0.5516034;44.8631318004807;node/10056906574;restaurant;;;;;;empanada;;yes;;;;;;;;;;;;;;"33063";Bordeaux
-0.5513177;44.8629103004808;node/10056906575;bar;Bichette;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
1.8782023;46.1742856003146;node/10058677617;bar;Le Rallye;;;;;;;;;;;;;;;;;;;;;"23096";Guéret
-1.7669535;43.3744960005419;node/10059419974;bar;Hôtel Bar Valencia;;;;;;;;;;;;;;+33 5 59 20 01 62;https://hotel-valencia-hendaye.com;;;;;;"64260";Hendaye
-0.4859436;46.8449537001926;node/10061869952;restaurant;Madame Denise;;;"Tu,We 09:00-17:30; Th 09:00-17:30,18:00-23:00; Fr,Sa 09:00-17:30,18:00-00:00";;;;;;;;;;;+33 5 17 41 52 76;;;;;;;"79049";Bressuire
0.484433;44.8520141004817;node/10066512768;restaurant;Empreinte;;;;;;;;;;;;;;;;;;;;;"24037";Bergerac
-0.6481298;44.8416213004826;node/10067433436;restaurant;L'Hexagone;;;;;;;;;;;;;;;;;;;;;"33281";Mérignac
1.2619069;45.8318447003678;node/10068143185;fast_food;Pita Pit;;;;;;;;;;;;;;;;;;;;;"87085";Limoges
1.2606838;45.8346974003674;node/10069998277;fast_food;Le P'tit Creux;;;;;"burger;hot_dog;sandwich";;;;;;;;;;;;;;;;"87085";Limoges
1.2619311;45.8325698003677;node/10070009262;fast_food;Domino's Pizza;;;;;pizza;;;;;;;;;;;;;;;;"87085";Limoges
1.2619988;45.8324712003677;node/10070009263;restaurant;L'Essentiel;;;;;;;;;;;;;;;;;;;;;"87085";Limoges
1.2565921;45.8376640003669;node/10074305624;restaurant;Le Boeuf à la Mode;;;;;;;;;;;;;;;;;;;;;"87085";Limoges
0.3600842;46.662414100228;node/10075139947;restaurant;Melting Bowl;;;;;asian;;;;;;;;;;;;;;;;"86062";Chasseneuil-du-Poitou
1.2607509;45.8312401003679;node/10076292022;bar;Brasserie Monsieur Le Baron;;;;;;;;;;;;;;;;;;;;;"87085";Limoges
1.27268;45.8432707003661;node/10076341383;fast_food;Eat Me;;;;;;;;;;;;;;;;;;;;;"87085";Limoges
-1.4675505;43.5088893005418;node/10076662049;fast_food;El Hidhab;;;;;;;;;;;;;;;;;no;;outside;;"64102";Bayonne
1.2594031;45.8524396003648;node/10079231217;bar;Le Vigenal;;;;;;;;;;;;;;;;;;;;;"87085";Limoges
-0.1223221;46.9938019001625;node/10080684252;restaurant;;;;;;;;;;;;;;"44776303800018";;;;;;;;"79265";Saint-Léger-de-Montbrun
-0.753492;46.2131779003082;node/10081514964;restaurant;;;;;;;;;;;;;;;;;;;;;;"17201";La Laigne
1.2455897;45.8426494003662;node/10081967172;bar;L'Embuscade;;;;;;;;;;;;;;;;;;;;;"87085";Limoges
-0.7994576;46.1501207003186;node/10082188229;restaurant;Petit caprice;;;;;regional;;;;;;;;;;;;;;;;"17482";Vouhé
-0.2148972;46.9783743001657;node/10082324699;restaurant;Au Resto Du Coin;;;Mo-Fr 11:30-20:00;;regional;yes;yes;;;;;;;+33 618 180 762;;;yes;;;;"79329";Thouars
-0.2076141;46.9972931001618;node/10083464018;fast_food;Kiosque à Pizza;;;;;pizza;;;;;;;;;;;;;;;;"79300";Sainte-Verge
-0.6388928;44.9088925004767;node/10087364431;restaurant;Le Fournil de Blanquefort;;;;;"pizza;sandwich;Coffee_shop";;;;;;;;;;;;;;;;"33056";Blanquefort
-0.6383265;44.9101567004766;node/10087364621;restaurant;Gözl'Aimée;;;;;turkish;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.632213;44.9091504004767;node/10087364637;restaurant;Bistrot Régent;;;;;;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.6347986;44.9098879004766;node/10087364640;restaurant;Baron Moleskine;;;;;;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.635554;44.9137063004762;node/10087364643;restaurant;La Cochonne Rit;;;;;french;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.6357301;44.9135620004763;node/10087364644;restaurant;Valenthaï;;;;;thai;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.6358484;44.9135685004763;node/10087364645;restaurant;Tomato;;;;;"pizza;sandwich";;;;;;;;;;;;;;;;"33056";Blanquefort
-0.634294;44.9137998004762;node/10087364647;restaurant;Kerem Kebab;;;;;kebab;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.6273711;44.9178893004759;node/10087381009;restaurant;Lotus Express;;;;;;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.6265673;44.9122728004764;node/10087381015;bar;33-290;;;;;;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.6343827;44.9095590004766;node/10087824928;restaurant;;;;;;;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.3915642;45.9888920003442;node/10090353893;bar;Chez Nadine;;;;;;;;;;;;;;+33 5 46 59 98 24;;;;;;;"17271";Paillé
-0.6381871;44.9101603004766;node/10090435089;restaurant;Tornado;;;;;japanese;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.6384834;44.9095363004766;node/10090435090;fast_food;Pizza d'Antan;;;;;pizza;;;;;;;;;;;;;;;;"33056";Blanquefort
-0.635996;44.9124651004764;node/10090435092;fast_food;Mama Pizza;;;;;pizza;;;;;;;;;;;;;;;;"33056";Blanquefort
0.6489605;45.367345100429;node/10092630338;restaurant;Le Jardin des Chouchoux;;;;;;;;;;;;;;;;;;;;;"24064";Brantôme en Périgord
1.2971297;45.8402960003665;node/10094603290;restaurant;Delta Plus;;;;;;;;;;;;;;;;;;;;;"87114";Panazol
-0.5582933;44.8450823004823;node/10094805386;fast_food;Crous Market La Bastide;;;Mo-Fr 07:30-16:30;yes;sandwich;;yes;;;no;;;;+33 6 71 60 68 13;https://www.crous-bordeaux.fr/restaurant/resto-u-la-bastide/;;;;;;"33063";Bordeaux
-0.5760687;44.836333600483;node/10095995572;restaurant;Orta;;;"Tu-Sa 12:00-14:00,19:00-22:00";;;;;;;;;;;"+33983622062";;;;;;;"33063";Bordeaux
-0.6373888;44.9112530004765;node/10102045979;restaurant;Côté Bistrot;;;;;;;;;;;;;;;;;;;;;"33056";Blanquefort
2.2011873;45.2755301004396;node/10103268242;cafe;Alyson's Café;;;;;;;;;;;;;;;;;;;;;"19264";Soursac
0.368387;46.6709236002264;node/10108578701;fast_food;Illico Resto Comptoirs du Monde;Futuroscope;;;;"sandwich;salad";;;;;no;;;;;;;;;;;"86115";Jaunay-Marigny
1.3969186;45.8865393003597;node/10113388124;fast_food;Frichet;;;;;;;;;;;;;;;;;;;;;"87178";Saint-Priest-Taurion
1.3991381;45.8865888003597;node/10113388136;bar;"Bar des Sports , Chez Pat'";;;;;;;;;;;;;;;;;;;;;"87178";Saint-Priest-Taurion
1.3939682;45.8869818003597;node/10113388142;restaurant;Le Relais du Taurion;;;;;;;;"2";;;;;;;;;;;;;"87178";Saint-Priest-Taurion
-0.4773983;46.3128632002913;node/10113774536;fast_food;Pizza Bonici;;;;;pizza;yes;;;;;;;"84443008200017";;http://pizzabonici.com/niort/;;;;;;"79191";Niort
-0.054483;44.2024379005246;node/10116615257;bar;;;;;;;;;;;;;;;;;;;;;;"47007";Allons
-0.4034021;43.3043161005415;node/10119844306;bar;La Terraza;;;;;;;;;;;;;;;;;;;;;"64129";Billère
0.343546;46.5503604002489;node/10124271381;restaurant;Le Bistrô de Saint-Benoît;;;;;;;;;;;;;;+33 5 49 31 92 70;;;;;;;"86214";Saint-Benoît
-0.5042383;43.889357200536;node/1012487978;cafe;Le Cercle des Citoyens;;;;yes;;;;;;;;;;;;;;;;;"40192";Mont-de-Marsan
-0.5670622;44.8308970004835;node/10125916618;restaurant;Bimbao;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-0.5710562;44.8399390004827;node/10125916619;restaurant;L'encoche Yakiniku;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-0.5423058;44.8074668004855;node/10125920817;bar;Le Carnaval Café;;;;;;;;;;;;;;;;;;;;;"33039";Bègles
2.1074465;46.1124413003247;node/10126077378;restaurant;;;;;;american;;;;;;;;;;;;;;;;"23068";Cressat
-0.4907288;43.8702748005365;node/10131062347;restaurant;La Taverne;;;;;;;;;;;;;;;;;;;;;"40281";Saint-Pierre-du-Mont
0.2396031;47.0258665001559;node/10131999668;restaurant;Chez Nous;;;;;french;;;;;;;;;;;;;;;;"86044";Ceaux-en-Loudun
0.2395722;47.0258606001559;node/10131999669;bar;;;;;;;;;;;;;;;;;;;;;;"86044";Ceaux-en-Loudun
-0.5068675;43.8761364005363;node/10133438805;fast_food;Les Pizzas d'Anatole;;;;;pizza;;;;;;;;;;;;;;;;"40281";Saint-Pierre-du-Mont
-0.5500289;44.8146295004849;node/10135296517;bar;Be Wine;;;;yes;;;;;;;;;;;;;;;;;"33039";Bègles
-0.5516246;44.813269600485;node/10135307617;fast_food;Le lôcal;;;;;;;;;;;;;;;;;;;;;"33039";Bègles
-0.9562713;45.9432137003512;node/10136557181;restaurant;Oliver's Cook;;;;yes;seafood;;;;;;;;;;;;;;;;"17299";Rochefort
-1.4757199;43.4910607005419;node/10137700476;fast_food;Dreams Donuts;;;;;donut;;;;;;;;;;;;;;;;"64102";Bayonne
1.4461348;45.1406372004542;node/10138154217;restaurant;Comme Chez ma Mère;;;;;"pizza;regional";;;;;;;;;;;;;;;;"19229";Saint-Pantaléon-de-Larche
-0.9581984;45.9238140003541;node/10138873913;restaurant;Magnolia;;;;yes;;;;;;;;;;;;;;;;;"17299";Rochefort
-0.5723896;44.8413590004826;node/10139568518;restaurant;Fufu Ramen;;;Mo-Su 11:30-23:00;;japanese;;;;;;;;;"0556521029";https://restaurantfufu.com;;;;;;"33063";Bordeaux
-0.5720653;44.8400607004827;node/10141176817;ice_cream;Choco’Bomb;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-1.1158378;44.6447989004982;node/10142474236;restaurant;Limon;;;;;french;;;;;;;;;;;;;;;;"33199";Gujan-Mestras
-0.3689757;43.3103176005415;node/10142789674;fast_food;Sarrailh Pizza;;;;;pizza;;;;;yes;;;;"+33977878211";;;;;;;"64445";Pau
-0.5778068;44.8472036004821;node/10143204744;restaurant;L'Orangerie;;;;;;;;;;;;;;;https://www.lorangeriejardinpublic-bordeaux.fr;;;;;;"33063";Bordeaux
1.2257514;44.7842276004874;node/10147304828;restaurant;Restaurant Les Ventoulines;Village Vacance Les ventoulines;;;yes;"french;juice;pasta;pizza";;;;;;;;;;;;;;no;wlan;"24152";Domme
1.8677582;46.1701033003153;node/10149171118;restaurant;Mamma pizza e pasta;;;"Mo-Th 11:30-13:30, 18:00-22:00; Fr-Su 11:30-13:30, 18:00-23:00";;italian_pizza;;;;;;;;;"+33544301522";http://www.mammapizzaepasta.fr/;;;;;;"23096";Guéret
-0.4630385;46.3253238002891;node/10152137617;bar;Place des Halles;;;;yes;;;;;;;;;;;;;;;;;"79191";Niort
-0.4170273;46.3898774002779;node/10154305920;restaurant;Le 66;;;;;;;;;;;;;"81948133400012";;;;;;;;"79109";Échiré
0.6198549;44.2045542005245;node/10154531750;restaurant;Saveurs des îles;;;"Mo-Sa 11:00-14:00,18:00-21:00";;"malagasy;caribbean;asian";;;;;;;;;"+33973636091;+33633296575";https://www.saveursdesiles.net;;;;;;"47001";Agen
