X;Y;osm_id;type;name;operator;wheelchair;opening_hours;reception_opening_hours;stars;rooms;beds;internet_access;camp_site;fee;capacity;website;phone;facebook;email;com_insee;com_nom
-1.3468867;43.2666723005412;node/10157608117;hostel;Gite Aire Zabal;;;;;;;;;;;;;;;;"64124";Bidarray
1.2536953;44.8645230004806;node/10165779496;hotel;Abbys Hôtel;;;;;;;;wlan;;;;;;;;"24082";Carsac-Aillac
1.9340066;45.7504456003794;node/10166442501;chalet;Gîte de la fontaine;;;;;;;;;;;;;+33 6 08 77 49 34;;;"23077";Faux-la-Montagne
-1.0871436;44.6368129004988;node/10170361554;hotel;La Baie des Landes;;;;;;;;;;;;;;;;"33199";Gujan-Mestras
-0.3468896;46.932850100175;node/10172315917;guest_house;;;;;;;;;;;;;;;;;"79102";Coulonges-Thouarsais
1.0436539;44.8684608004803;node/10186112317;caravan_site;Saint-Cyprien;;;;;;;;;;;;;;;;"24396";Saint-Cyprien
-1.0806952;45.9821053003453;node/10208631894;guest_house;Regard sur les Îles;;;;;;;;;;;;;"+33614358423";;;"17168";Fouras
-1.0726997;45.9875563003444;node/10208631909;guest_house;Les Portes du Pertuis;;;;;;;;;;;;;;;;"17168";Fouras
-1.3960321;43.3589776005418;node/10210585117;apartment;Ilona au BaskoParadis;;;24/7;;;"1";;wlan;;;;http://www.BaskoParadis.com;"+33677651964";;mail@baskoparadis.com;"64160";Cambo-les-Bains
-1.4312275;43.4900637005419;node/10217245247;hotel;Hôtel Adonis Bayonne;;;;;;;;;;;;;;;;"64304";Lahonce
2.0392422;45.7002704003864;node/10223404422;chalet;Gîtes du Camping Chabatz d'Entrar;;;;;;;;;;;;https://camping-municipal-de-peyrelevade.business.site/com;;;;"19164";Peyrelevade
2.0391608;45.7000615003865;node/10223404423;chalet;Gîtes du Camping Chabatz d'Entrar;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0395395;45.7000516003864;node/10223404424;chalet;Gîtes du Camping Chabatz d'Entrar;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0397908;45.7001394003864;node/10223404425;chalet;Gîtes du Camping Chabatz d'Entrar;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0456999;45.7521677003792;node/10223418980;chalet;Gîte de Neuvialle - Chez Sylvie;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0460531;45.7518232003792;node/10223437717;chalet;Gîte ONF de Neuvialle;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0216504;45.6835018003887;node/10223529494;chalet;Gîte de Chamboux;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0113922;45.7256025003829;node/10223547247;chalet;Gîte de Geneyte;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0411394;45.6706988003905;node/10223562313;chalet;Gîte de Bourroux;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0233668;45.6810558003891;node/10223646431;chalet;Gîte du Château;;;;;;;;;;;;;;;;"19164";Peyrelevade
2.0233638;45.681228400389;node/10223646432;chalet;Gîte Maison du Berger;;;;;;;;;;;;;;;;"19164";Peyrelevade
1.9311809;45.6028187003996;node/10223662105;hotel;Espace 1000 Sources;;;;;;;;;;;;;;;;"19033";Bugeat
1.9216375;45.6065386003991;node/10223711946;chalet;Chalet Coquelicot;;;;;;;;;;;;;;;;"19033";Bugeat
1.9214974;45.6065745003991;node/10223711947;chalet;Chalet Cupidon;;;;;;;;;;;;;;;;"19033";Bugeat
1.9813313;45.5861598004018;node/10223805140;chalet;Le Logis du Parc;;;;;;;;;;;;;;;;"19160";Pérols-sur-Vézère
1.9804108;45.5867005004017;node/10223806281;guest_house;Chez Pauda;;;;;;;;;;;;;;;;"19160";Pérols-sur-Vézère
1.9774566;45.5849464004019;node/10223809150;guest_house;Lampisterie de la Gare - Chez Andrew;;;;;;;;;;;;;;;;"19160";Pérols-sur-Vézère
1.9295141;45.5969817004003;node/10223813660;guest_house;Petite Maison - Chez Nataly;;;;;;;;;;;;;;;;"19033";Bugeat
2.0402295;45.5463516004069;node/10223829203;chalet;Gîte la Sauliére;;;;;;;;;;;;;;;;"19160";Pérols-sur-Vézère
1.9832519;45.5855779004018;node/10223834149;caravan_site;Air de Camping-Car de Pérols-sur-Vézère;;;;;;;;;;;;;;;;"19160";Pérols-sur-Vézère
1.9809552;45.607371700399;node/10223852879;chalet;La chambre d'hôte Jean Baptiste;Pierre et Sylvie FOURCHAUD;;;;;;;;;;;;06 88 97 51 77;;;"19160";Pérols-sur-Vézère
2.0399213;45.546203600407;node/10223865919;guest_house;La Sauliére;;;;;;;;;;;;;;;;"19160";Pérols-sur-Vézère
1.9806879;45.607267300399;node/10223879723;chalet;Gîte à la Chaumière;;;;;;;;;;;;;06 88 97 51 77;;;"19160";Pérols-sur-Vézère
2.000187;45.5763446004031;node/10223879724;chalet;Gîte Perrin;;;;;;;;;;;;;;;;"19160";Pérols-sur-Vézère
-0.6936492;43.439217100542;node/10225106517;guest_house;Gite Chez L;;;;;;;;;;;;;;;;"64367";Maslacq
-1.5682396;43.469754200542;node/10228958660;hotel;Nemea Appart'Hotel Biarritz Les Hauts de Milady;;;;;;;;;;;;;+335 40 24 60 59;;;"64122";Biarritz
0.7636247;44.8392868004828;node/1022987528;camp_site;Camping municipal du Moulin de la Guillou;;;;;;;;;;;;;+33 5 53 58 31 84;;;"24223";Lalinde
-0.366157;43.70052200054;node/10230514109;apartment;Chez les Duf;;;;;;;;;;;;;;;;"40097";Eugénie-les-Bains
-0.3785192;43.6952082005401;node/10230517926;apartment;Maison Castandet;;;;;;;;;;;;;;;;"40097";Eugénie-les-Bains
-0.3780177;43.6952921005401;node/10230519217;apartment;Gîte Le Lys;;;;;;;;;;;;;;;;"40097";Eugénie-les-Bains
2.2620297;45.7061454003856;node/10248639556;chalet;Gite municipal terrasse;;;;;;;;;;;;;;;;"23067";La Courtine
2.2620698;45.7060497003856;node/10248654384;chalet;Gîte Municipal Bas;;;;;;;;;;;;;;;;"23067";La Courtine
2.2620498;45.7060992003856;node/10248654385;chalet;Gîte municipal Passerelle;;;;;;;;;;;;;;;;"23067";La Courtine
2.1886928;45.7148706003844;node/10248699401;camp_site;;;;;;;;;;;;;;;;;"19261";Sornac
-1.5503296;43.3555475005418;node/10249121146;hostel;Gite des pèlerins 'Jakobia Senpere';Jakobia Senpere;;;;;;;;;;;;+33 6 14 12 51 22;;Jakobia.senpere@gmail.com;"64495";Saint-Pée-sur-Nivelle
1.1439885;45.7977266003727;node/10250853967;guest_house;;Bouthaima  Belkhiria-Meftah;no;;;;"5";;yes;;;;;;;;"87001";Aixe-sur-Vienne
2.1630544;45.5267178004095;node/10262792523;apartment;Villa Glynns At Club Corrèze;;;;;;;;;;;;;;;;"19136";Meymac
0.0858267;44.3137559005191;node/10265582861;hotel;Les Cordeliers;;;;;;;;;;;;;;;;"47052";Casteljaloux
1.201661;45.5102229004115;node/10269339193;hotel;Les Platanes;;;;;;;;;;;;;;;;"87187";Saint-Yrieix-la-Perche
0.1785888;45.6936978003873;node/10274219719;hotel;Ibis budget Angoulême Nord;Accor;;;;"2";;;wlan;;;;https://all.accor.com/hotel/7268/index.fr.shtml;+33-892-70-09-41;;;"16078";Champniers
0.1790344;45.6940467003873;node/10274219720;hotel;Ibis styles Angoulême Nord;Accor;;;;"3";;;wlan;;;;https://all.accor.com/hotel/0397/index.fr.shtml;+33-5-45-68-53-22;;;"16078";Champniers
-1.2147124;44.8391579004828;node/10276768909;chalet;;;;;;;;;;;;;;"0680686388";;;"33333";Le Porge
-1.2147559;44.8390605004828;node/10276807711;chalet;Chalet 7/15  Danamed;;;;;;;;wlan;;;;;;;;"33333";Le Porge
1.283713;44.739375000491;node/10282077551;guest_house;La Borie;Réservation Gîtes De France Dordogne…;;;;;;;wlan;;;"6";;;;;"24375";Saint-Aubin-de-Nabirat
-0.8427015;45.9480279003505;node/10296056938;chalet;Gîte Marjolaine;;;;;;;;;;;;;;;;"17075";Cabariot
1.2687433;45.7570977003785;node/10299261807;caravan_site;Air de camping-car de Solignac - Stade Raymond Breuil;La commune de Solignac;;;;;;;no;;no;;;;;;"87192";Solignac
-0.9302133;43.7670889005388;node/10300588237;hotel;Hôtel Restaurant Le Clos Pité;;;;;;;;yes;;;;;+33 5 58 57 99 15;;;"40237";Préchacq-les-Bains
-1.3149691;43.3633961005418;node/10304685951;chalet;Cabane d'Annie;Maison Irriberria;;;;;;;;;;;;;;;"64256";Hasparren
-1.3150696;43.3632206005419;node/10304685952;chalet;Le poulailler;Maison Irriberria;;;;;;;;;;;;;;;"64256";Hasparren
-0.4318398;45.4465815004195;node/10311595009;hotel;Hôtel de l'Écu;;;;;;;;;;;;;;;;"17197";Jonzac
-1.7249828;43.3747525005419;node/10313265657;hostel;Amama Baita;;;;;;;;;;;;;;;;"64545";Urrugne
-1.4332985;46.1930193003115;node/1036509786;hotel;;;;;;;;;;;;;;;;;"17121";La Couarde-sur-Mer
-1.4234329;46.1943602003113;node/1036531147;hotel;Hôtel le vieux Gréement;;;;;;;;;;;;;;;;"17121";La Couarde-sur-Mer
-0.4561269;46.3243271002893;node/1046680170;hotel;Ibis Styles Hôtel;Ibis;;;;;;;;;;;;;;;"79191";Niort
0.3649201;46.6490423002305;node/1048737198;hotel;Quality Hotel Alisée Poitiers Nord;;;;;;;;;;;;www.hotelalisee.fr;+33 549529041;;;"86062";Chasseneuil-du-Poitou
-1.1864383;45.0813397004603;node/1051465763;chalet;Village de l’Océan;;;;;;;;;;;;;;;;"33097";Carcans
-0.2708387;43.8244853005376;node/10537237299;guest_house;Château d'Aon;;;;;;;;;;;;https://www.chateau-aon.com/;;;;"40127";Hontanx
-0.8186523;45.8858427003598;node/10537895235;chalet;Le Petit Logis;;;;;;;;;;;;https://www.petitlogis.fr/;;;;"17455";La Vallée
0.4413402;45.6174636003976;node/1055320183;guest_house;Château de la Couronne;;;;;;;;;;;;;;;;"16211";Marthon
-0.2937596;43.7793074005386;node/10555090146;chalet;Le Vignau Parc & Château;;;;;;;;;;;;https://chateaulevignau.com/;;;;"40329";Le Vignau
0.0576393;46.3619730002828;node/10559107711;apartment;;;;;;;;;;;;;;;;;"86244";Saint-Sauvant
-0.2707328;43.7428266005393;node/10559424630;hotel;;;;;;;;;;;;;;;;;"40080";Cazères-sur-l'Adour
-1.548567;43.4837303005419;node/10575914641;hotel;Hôtel VAL FLORES LOGIS;;;;;;;;;;;;http://www.hotel-valflores.com;"+33559240794";;;"64122";Biarritz
1.0458521;46.1242282003228;node/10577912985;hotel;Hôtel de la Gare;;;;;;;;;;;;;;;;"87011";Bellac
1.0528222;46.1217785003232;node/10583006068;hotel;Hôtel du Parc;;;;;;;;;;;;;;;;"87011";Bellac
-0.7171718;46.3077820002922;node/105846160;guest_house;Gîtes de France;;;;;;;;;;;;;;;;"79010";Arçais
-0.6854884;46.3083529002921;node/105846175;guest_house;Gîtes de France;;;;;;;;;;;;;;;;"79010";Arçais
0.2895946;44.171733600526;node/10587274618;guest_house;Chambre d'hôtes moulin des tours;;;;;;;;;;;;;;;;"47195";Nérac
1.322738;45.3233460004342;node/1058847249;guest_house;Gite Gervais;;;;;;;;;;;;http://gites.gervais.free.fr;"+33683546787";;;"19094";Juillac
1.8715699;45.3711771004286;node/1060148345;hotel;Mercure - La Seniorie;;;;;;;;;;;;;;;;"19062";Corrèze
1.8730612;45.3698732004287;node/1060148371;hotel;La Tradition;;;;;;;;;;;;;;;;"19062";Corrèze
-1.3764807;43.8022801005381;node/10604254757;guest_house;La Grange aux Pierres;Bies Didier;;;;;"3";;yes;;;;https://www.lagrangeauxpierres.fr;+33 5 58 48 92 62;;lartcestvous@wanadoo.fr;"40181";Messanges
0.781345;46.0107637003408;node/10608544777;guest_house;Les Tilleuls;;;;;;;;wlan;;;;;;;gitelestilleuls@orange.fr;"16182";Lesterps
0.7664795;46.0005715003424;node/10608544782;guest_house;Les Picardies;;;;;;;;;;;;https://www.lespicardies.com;+33 5 45 30 16 80;;;"16182";Lesterps
-1.4730759;43.4899807005419;node/10633765257;apartment;;Tempo Résidences;;;;;;;;;;;;;;;"64102";Bayonne
-1.478447;43.4893683005419;node/10638788904;apartment;;Tempo Résidences;;;;;;;;;;;;;;;"64102";Bayonne
-0.0407591;44.8563324004813;node/10648275405;guest_house;Hôtel;;;;;;;;;;;;;;;;"33108";Castillon-la-Bataille
-0.3988113;44.8426293004825;node/10664137405;guest_house;Chez les Dubois;;;;;;;;;;;;;;;;"33496";Sallebœuf
-0.0899985;45.5255010004096;node/10685513629;caravan_site;Aire de Service de Camping Car;;;;;;;;no;;;;;;;;"16204";Bellevigne
0.894401;45.8854567003599;node/10687171779;hotel;Le Relais de Comodoliac;;yes;;;"3";;;wlan;;;;https://www.comodoliac.com/chambres-hotel-restaurant-saint-junien;+33 5 55 02 27 26;;;"87154";Saint-Junien
0.9023468;45.8899186003592;node/10687201311;hotel;Le Boeuf Rouge;;;;;"3";;;;;;;https://www.leboeufrouge.com/hotel-saint-junien/hotel-de-charme-limousin-haute-vienne.php;+33 5 55 02 31 84;;;"87154";Saint-Junien
1.8713121;45.3649190004293;node/1069254280;camp_site;Le Bois de Calais;;;;;;;;;;;;;;;;"19062";Corrèze
1.8706764;45.3658066004292;node/1069254281;camp_site;Le Bois de Calais;;;;;;;;;;;;;;;;"19062";Corrèze
-0.0438653;44.8527229004816;node/10694568707;hotel;Restaurant;;;;;;;;;;;;;;;;"33108";Castillon-la-Bataille
-0.266845;43.7032508005399;node/10700376322;guest_house;Au passage de l'Adour;Etienne & Nanou;;;;;;;yes;;;;https://aupassagedeladour.com;+33 6 51 43 68 18;;aupassagedeladour@gmail.com;"40001";Aire-sur-l'Adour
-0.197483;46.8553948001905;node/10710972484;apartment;La Porte Rouge;;no;;;;;;;;;;;+336 81 97 68 57;;laporterouge79@gmail.com;"79134";Glénay
-1.1190381;44.2322666005232;node/10732889522;camp_site;Aire de camping Cars;;;;;;;;;;;;;;;;"40229";Pontenx-les-Forges
-0.6520706;46.8787073001858;node/10746269277;chalet;Gîte du Hameau du Nay;;;;;;;;wlan;;;;http://www.hameau-du-nay.fr;+33 5 49 81 59 60;;nay@wanadoo.fr;"79210";Le Pin
0.2640324;44.3779970005156;node/1076207699;guest_house;Gîte Rural Bacquerat;;;;;;;;;;;;;;;;"47325";Villeton
-0.2137432;43.9836823005332;node/10766095890;guest_house;Le Pijolin;;;;;;;;;;;;https://lepijolin.traveleto.com;;;;"40267";Saint-Justin
-0.9001977;43.8535567005369;node/10766231139;guest_house;Le Clos du Carriou;;;;;;;;;;;;;+33 649 337 037;;closducarriou@yahoo.com;"40151";Lesgor
0.1606486;44.688655000495;node/10772987905;guest_house;Labarthe B&B and Gite;Richard & Jeanette Hyde;;;;;;;wlan;;;;https://www.hideawayfrance.co.uk/bandb;;;hideawayfrance@gmail.com;"47020";Baleyssagues
2.1116951;45.9606960003486;node/10773303805;caravan_site;;Blessac;no;;;;;;;;no;"3";;;;;"23024";Blessac
-1.0999667;46.1332620003213;node/10776565229;hotel;kyriad;;;;;;;;;;;;kyriad.com;;;;"17028";Aytré
-1.0233066;46.1175187003239;node/10782614284;chalet;Le Clos d'Aunis;;;;;;;;;;;;https://www.leclosdaunis.fr/;+33 6 81 75 97 57;;contact@leclosdaunis.fr;"17194";La Jarrie
-0.9947971;44.6854115004952;node/10798807105;chalet;Studio Coulou;;;;;;;;;;;;;;;;"33019";Audenge
-1.2363001;43.1630990005399;node/10802492229;guest_house;Plan B;;;;;;;;wlan;;;;;;;;"64485";Saint-Jean-Pied-de-Port
-0.6319114;44.9483486004731;node/10811236589;guest_house;Cosymedoc;;limited;;;;"2";;;;;;http://www.cosymedoc.com/;+33 6 16 58 93 06;;accueil@cosymedoc.com;"33322";Le Pian-Médoc
0.4031762;44.4033779005141;node/10833465515;guest_house;Ferme du Temple;;;;;;;;;;;;;06 11 29 28 62;;fermedutemple@gmail.com;"47112";Grateloup-Saint-Gayrand
-1.0814196;44.4792102005095;node/10833993688;chalet;Gîte Osmonde;;;;;;;;wlan;;;;https://giteosmonde.ellohaweb.com/;+33 6 62 87 46 68;;giteosmonde@gmail.com;"40287";Sanguinet
-0.1294387;43.5662470005415;node/10840049844;hotel;Le Relais d'Aydie;;;;;;;;;;;;;;;;"64084";Aydie
-0.9502999;43.3760369005419;node/10841365805;guest_house;Le Pehau;;;;;;;;;;;;http://www.lepehau.com/;05 59 38 95 32;;;"64435";Osserain-Rivareyte
1.1506234;44.9089791004767;node/10850705672;camp_site;Camping Le Ventajol;;;07:30-20:30;;;;;;;;;https://camping-le-ventajol.business.site/;+33 7 87 95 45 39;;dominique.bouche24@orange.fr;"24366";Saint-André-d'Allas
1.1630085;44.8674850004804;node/10851995358;camp_site;Lo Gorissado;;;Apr 10 - Sep 25;;;;;;;;;https://www.logorissado.com/camping-rural/;+33 5 53 59 02 39;;;"24366";Saint-André-d'Allas
1.183345;44.8493211004819;node/10852472840;camp_site;Camping motard Le relais des Sources;;;;;;;;;;;;https://www.relaismoto.com/;+33 5 53 59 45 93;;;"24577";Vézac
-0.6276607;43.6842930005402;node/10852610038;caravan_site;L'Horizon des Landes;;;;;;;;wlan;;;;;;;;"40089";Doazit
1.0871208;44.8882581004785;node/10852627802;camp_site;La Ferme du Colombier;;;;;;;;;;;;http://colombier24.free.fr/;+33 5 53 29 26 25;;chezmarty@yahoo.fr;"24087";Castels et Bézenac
-0.8322298;43.7084718005399;node/10857796049;chalet;"Gîte ""Les chemins de Berdis""";Sandine Santo;;;;;;;yes;;;;https://www.lescheminsdeberdis.fr;+33 6 19 81 44 81;;contact@lescheminsdeberdis.fr;"40194";Montfort-en-Chalosse
-1.1233348;46.1052851003259;node/10873184722;caravan_site;Angoulins;;;;;;;;;;;;;;;;"17010";Angoulins
0.3609598;45.2295451004447;node/10876163833;apartment;La Perdrix;;;;;;"8";;wlan;;;"16";http://www.laperdrix.net/;05 53 91 24 77;;laperdrix1@gmail.com;"24455";Saint-Martin-de-Ribérac
-0.1498307;44.9146454004762;node/10877398938;guest_house;Château la Roseraie;;;;;;;;;;;;chambres-hotes.fr;;;;"33394";Saint-Émilion
-0.1065508;43.5514505005416;node/10899685571;chalet;Château Sauvéméa;;;;;;;;;;;;https://chateausauvemeagitesreceptions.jimdofree.com/;;;;"64056";Arrosès
-0.5556355;44.8295181004836;node/10902320234;hotel;Ibis centre;;;;;;;;;;;;;;;;"33063";Bordeaux
-1.0999995;46.1081433003254;node/10910019143;hotel;hotelF1;;yes;;;;;;;;;;;;;;"17010";Angoulins
0.7443291;44.6367356004988;node/10914814765;hotel;La Table de l'Europe;;;;;;;;;;;;;;;;"47324";Villeréal
-0.3515752;44.6637309004968;node/1091689849;guest_house;Gîte d'Aquitaine;;;;;;;;;;;;;;;;"33355";Rions
-0.1130802;44.8966628004778;node/10926135306;hotel;Château Fombrauge;;;;;;;;;;;;;;;;"33384";Saint-Christophe-des-Bardes
-1.0406175;45.9820428003453;node/10935438699;chalet;;;;;;;;;;;;;;;;;"17353";Saint-Laurent-de-la-Prée
-0.96763;45.9656567003478;node/10935456490;guest_house;Le Petit Jour;;;;;;;;;;;;https://www.alamaraichine.com/;"+33546873704";;;"17299";Rochefort
0.9103372;46.1072633003256;node/10939670605;caravan_site;;;;;;;;;;;;;;;;;"87097";Val-d'Issoire
-0.6443092;43.5887261005413;node/10939865402;apartment;K-hutes;;;;;;;;;;;;https://k-hutes.fr/;+33 6 10 77 08 71;;contact@k-hutes.fr;"40069";Castaignos-Souslens
-0.7477627;43.5926870005413;node/10939898786;hotel;Hotel restaurant Le Cormmerce;;;;;;;;;;;;;+33 5 58 89 02 28;;;"40002";Amou
-1.0936844;46.0802140003299;node/10940720967;hotel;Hôtel d'Orbigny;;yes;;;"3";;;wlan;;;;;;;;"17094";Châtelaillon-Plage
-0.9588039;45.937986300352;node/10942923322;guest_house;L'esprit du 8;;no;;;;;;;;;;;;;;"17299";Rochefort
-1.0639505;43.7271965005396;node/10945071440;hotel;L'Hôtel by Joa;Joa;limited;;24/7;"3";"42";;wlan;;;;;;;;"40279";Saint-Paul-lès-Dax
-1.1467097;45.4142207004234;node/10946044485;camp_site;Camping EURONAT FKK;;;;;;;;;;;;;;;;"33193";Grayan-et-l'Hôpital
1.1639333;45.0664839004618;node/10947491908;hotel;La Roseraie;;;;;"3";;;;;;;http://www.laroseraie-hotel.com/;+33 5 53 50 53 92;;;"24291";Montignac-Lascaux
-0.5718257;43.758293700539;node/10951322690;guest_house;Pèlerins de Compostelle (uniquement);;;;;;;;;;;;;;;;"40282";Saint-Sever
-1.4240458;43.0914337005386;node/10964056806;guest_house;;;;;;;;;;;;;;;;;"64016";Aldudes
-1.1510835;44.3286008005183;node/10969590005;caravan_site;Gastes;Campingcar Park;;;;;;;;;;;;;;;"40108";Gastes
-0.5746607;43.760022700539;node/10970950628;hotel;HOTEL BRASSERIE LAFAYETTE;;;;;;;;;;;;;+33 5 58 76 02 68;;;"40282";Saint-Sever
-0.5734297;43.759662400539;node/10970974728;hotel;Le Bistrot des Arceaux;;;;;;;;yes;;;;http://www.hotel-arceaux-saint-sever.com/;+33 5 58 76 03 43;;hotelarceaux@gmail.com;"40282";Saint-Sever
0.7423268;44.6379757004987;node/10974946472;guest_house;La Maison Bleue;;;;;;;;;;;;;;;;"47324";Villeréal
0.3482692;46.614828000237;node/1097753765;hotel;Hôtel de France;;;;;;;;;;;;;;;;"86194";Poitiers
-0.958337;45.9357673003523;node/10977961136;chalet;Terra-Crystal;Delphine Hadjaj;;;;"2";;;;;;;;"+33634546584";;;"17299";Rochefort
-0.5689549;43.2244035005407;node/10980588490;chalet;;;;;;;;;;;;;;;;;"64245";Goès
-1.4870951;43.5077814005419;node/10989284135;hotel;Chez Mattin;;;;;;;;;;;;;"+33559550219";;snc-begorre@orange.fr;"64102";Bayonne
-1.0826063;45.9748632003464;node/10993967882;chalet;;;;;;;;;;;;;;;;;"17168";Fouras
-1.1686421;45.703273000386;node/10995376528;guest_house;La ferme Antoinette;LE CHEVAL AUTREMENT - Les Mathes;;;;;;;;;;;;;;;"17225";Les Mathes
-1.0381896;43.17529950054;node/10997695489;guest_house;;;;;;;;;;;;;;+33 6 19 12 35 57;;;"64487";Saint-Just-Ibarre
1.881965;45.3731808004283;node/1100155882;camp_site;;;;;;;;;;;;;;;;;"19062";Corrèze
